age,weight,steps,activity_level,workout_minutes,calories_burned
39,83,5215,3,45,2231.824152947079
41,89,17223,1,82,2625.1381554124187
18,88,14915,3,58,2647.3318153315986
47,55,635,3,90,2372.2048208632878
44,68,6964,1,34,1776.836739859906
37,77,14429,2,40,2330.196726156321
54,67,4615,1,71,1991.5907693664756
27,86,8382,1,10,1731.28411972147
19,53,7013,3,67,2429.9542163431834
38,80,3511,2,46,1971.3302907018417
51,54,13880,2,59,2469.605835982653
37,75,11497,2,104,2753.595968249419
54,68,9907,3,105,2792.123868754045
54,61,16930,3,107,3125.789997894031
33,75,16716,1,113,2923.929333002355
43,78,7378,3,27,2089.069197480623
52,57,2663,1,111,2164.839472865593
18,82,1905,1,87,2122.7463292467833
28,89,14566,2,36,2353.2111160875556
40,70,8184,1,33,1773.1472201058868
38,54,12341,2,77,2496.820659520714
55,75,4494,3,33,1928.3691700440872
49,99,17997,1,74,2593.71741583962
44,56,4249,1,103,2230.1230257232833
22,99,11493,1,84,2523.2884609244825
20,63,16184,2,37,2394.591294666268
27,57,6899,1,107,2391.306615019632
42,63,5081,1,83,2127.6976206278346
26,56,4454,2,85,2394.972023283056
29,59,6458,1,19,1691.3815841053151
19,53,3758,2,92,2325.54666950646
39,92,14665,1,101,2573.0646860263096
51,80,6222,1,37,1697.282170534258
33,89,5923,3,30,2076.39467894759
56,75,5202,2,29,1825.3709175963406
57,66,15273,1,22,2070.478248141917
43,66,13219,1,109,2623.7799807590036
47,83,14998,3,84,2865.140072543374
40,94,7211,1,77,2188.4094272741127
57,97,14202,3,6,2241.5551511832145
47,93,10803,1,64,2234.9511560847823
43,94,12466,1,35,1941.275369783454
57,84,14330,3,72,2724.725810369087
23,99,16832,3,52,2680.639975770724
21,70,19194,1,109,2878.159303194294
19,79,5357,2,50,2056.4544157145483
55,54,6491,3,20,1948.8472716367562
59,56,4200,2,7,1726.143108842549
37,65,15683,2,113,3051.7486662799943
38,86,13821,3,25,2283.1101961861023
25,55,5322,2,79,2251.023752410507
34,95,8409,3,109,2694.979930486224
53,70,5706,1,17,1636.6421448518365
54,66,2185,2,62,2001.6347191855564
43,60,6238,3,87,2473.4308851531596
35,79,14051,3,115,3071.18534909708
20,61,11315,1,111,2714.7616332781627
57,81,7190,2,6,1721.6786866348539
30,89,3951,3,18,1871.6913316934983
43,67,12822,1,81,2408.2840321787144
40,97,14234,1,9,1951.3329319648185
26,69,618,3,55,2012.0637145330427
42,54,12415,2,33,2158.325216886921
55,65,1623,3,6,1603.0726324387308
28,68,7968,1,25,1857.1387413163102
37,51,3771,3,13,1845.5844653555944
27,97,8248,2,54,2256.360023391879
29,68,1874,1,114,2312.5686629890333
57,81,16293,2,93,2767.9914723979077
38,76,2306,1,44,1724.748359393356
57,89,16066,1,25,2060.69428748899
25,53,18516,1,74,2643.2096981463706
37,82,16655,2,55,2504.5751768567065
46,96,7542,2,77,2312.97887997273
49,90,18113,1,112,2843.647443807157
50,65,9076,1,29,1841.0299922454512
49,80,9016,2,87,2556.082446096599
35,79,9433,2,70,2431.029156885762
40,65,7861,1,92,2295.4527946674198
48,67,17099,1,3,2034.4158202702706
55,70,19773,1,51,2553.601148861009
25,78,4506,2,26,1890.4825937505111
57,79,19298,3,53,2738.0692243764497
47,73,13143,2,61,2448.411551982745
46,61,19060,2,69,2717.019205400901
28,70,1330,3,93,2416.8303459253266
30,99,15725,2,101,2990.223817591318
18,57,1437,3,99,2507.8507075677117
37,77,19844,1,118,2988.5443964694277
26,94,9413,1,117,2588.1618121915635
20,66,6348,3,118,2798.825872217273
25,56,15984,2,67,2585.3774717201272
48,50,17882,1,100,2743.288236453508
54,80,10780,2,89,2579.3104261338394
34,61,17394,1,9,2039.3820912136111
53,97,12259,3,100,2846.9056865654084
56,89,5799,2,69,2206.30972969703
34,86,5032,1,100,2255.8747548209244
49,75,9849,2,9,1813.001042933631
35,60,18612,2,45,2539.751514404062
43,62,11013,1,45,2069.650192050588
43,50,6398,2,60,2152.2375688354014
34,69,10813,1,43,2031.7260876615703
54,77,8215,2,58,2196.6770555156077
19,99,3471,1,30,1652.3166771830454
29,83,12297,2,61,2419.8552727518
30,72,10128,3,57,2442.0694491271497
22,78,17376,1,24,2193.96969263454
30,93,2559,3,74,2270.9920706260627
34,86,10332,3,11,2091.700250173201
19,78,12424,2,9,2060.4054823103947
36,89,19917,3,35,2650.7642735043833
54,92,15465,3,0,2114.881845610426
58,62,18597,1,46,2279.3236142920714
54,70,5263,2,69,2157.435030716723
45,67,12306,3,98,2849.980510392357
46,63,12130,2,62,2406.6966662536456
56,53,16367,3,91,2871.777634512261
19,50,16905,1,45,2408.6803755900405
39,99,18284,2,25,2327.2203295376175
21,65,8011,2,21,1882.896529164032
59,85,194,1,69,1729.7893409351718
29,64,1386,2,57,1963.573366091589
43,83,2341,1,45,1707.3619286483874
29,56,18047,2,46,2550.735565101357
38,83,13188,3,19,2217.4558989771826
21,74,14489,1,84,2543.8537325376165
39,83,5534,2,8,1745.2538087218904
26,61,1782,1,100,2130.5642007832785
37,76,111,3,48,1905.5973351682082
20,57,1900,3,103,2384.2603401214046
44,71,8711,3,113,2790.161533556242
43,92,5979,3,112,2744.6177436983126
43,97,8259,1,32,1812.2731982620637
39,90,1851,1,112,2307.8181343799474
39,52,19041,2,54,2657.0407591243693
43,62,10252,2,24,1960.555155916432
29,51,9701,2,26,2160.3782399969377
43,88,7418,3,102,2596.4154493805495
52,57,4563,3,5,1775.4411113353533
23,75,19297,3,54,2645.056601539843
35,92,10648,3,82,2631.099678489202
39,75,8701,3,94,2647.3517867885953
39,53,13570,2,119,2979.881504449477
19,93,13721,2,68,2492.2274448770204
38,92,13840,2,39,2248.5085538043613
45,83,15661,3,17,2314.08766721688
42,52,16480,3,98,3018.47241899325
36,81,14808,1,35,2140.8536598287933
55,76,534,1,17,1434.547175325469
55,52,16109,1,4,1828.6038803752135
47,79,13958,1,75,2436.271774517625
25,83,14269,3,114,2993.9986853177306
41,67,11210,2,74,2492.681688845133
26,89,12967,2,54,2377.635468141765
22,53,17591,3,56,2874.437809243315
53,63,15603,2,112,3000.16912557452
31,77,5670,2,52,2042.618626072789
40,58,10189,2,46,2179.9304825669124
55,71,17926,2,46,2489.089444475466
58,64,16016,1,57,2301.966751472356
56,82,10073,2,30,2077.5431523455745
19,56,16544,1,9,2124.0962852496627
56,72,11130,1,4,1654.044011723455
49,79,5842,3,49,2161.2723470777346
58,82,19483,2,58,2697.7652863242174
25,83,15204,2,63,2594.196889462689
28,74,16644,3,67,2749.6880562120377
37,89,14291,3,117,3181.505758572328
43,68,6119,2,62,2073.108621711914
57,50,8262,3,108,2690.8586955808305
32,54,5919,2,84,2305.3593617641513
46,76,10650,3,97,2804.6501521810815
43,98,18730,3,82,2973.0881384555364
42,68,14759,1,75,2494.634224043727
20,79,16192,3,87,2858.0027855075873
44,52,7769,3,106,2726.622671791667
20,99,17264,1,65,2515.0288471644867
28,56,8930,1,65,2205.90369028611
56,52,6958,1,54,1948.739853775781
57,96,11483,3,93,2711.3088711266405
36,64,5837,1,84,2134.9362284737713
59,90,17696,2,109,2836.759282452625
36,69,10909,3,78,2606.692212562493
48,72,9211,2,38,2101.7156331916835
57,66,14740,3,6,2146.979925922859
35,69,19796,2,30,2454.914093182057
32,61,7629,1,90,2337.636189638656
38,74,6415,3,65,2305.9977072767806
44,78,61,1,49,1695.1082741702764
40,86,9046,1,28,1898.8122234336843
46,87,3942,2,50,2039.18177758527
39,95,715,1,14,1470.8050909343613
32,64,6289,1,83,2174.8561274635867
20,99,18465,3,29,2654.800780775194
51,61,134,1,25,1452.571219722646
50,52,6600,2,39,1892.5589531681194
20,71,3770,3,112,2639.9974367910413
41,60,297,3,47,2023.994025903237
19,69,17273,1,69,2625.9524530913823
22,93,16665,2,6,2223.007262022176
35,66,7741,3,86,2593.0237653352024
42,61,402,2,52,1866.3583705387623
34,55,7272,2,75,2244.5793313368945
59,59,18322,3,13,2353.990936675669
49,86,10468,2,1,1910.1550307304565
30,58,680,2,84,2064.5733955126293
35,82,19799,3,46,2740.596952265765
42,71,415,3,37,1935.2796083867406
53,78,18533,1,86,2667.8799325501745
19,95,10850,2,70,2468.571177674465
34,55,13577,2,92,2756.825107619504
44,91,3897,2,94,2374.6254277094176
42,56,9686,2,30,2102.9197429272053
44,79,9741,1,21,1806.1874387037778
35,77,9546,3,65,2494.310581060832
30,56,13511,1,25,2008.6824806092643
54,69,16072,2,11,1988.005392999597
25,53,14313,2,89,2768.196297280321
48,55,10953,1,37,2025.5739583023335
49,67,17494,3,68,2767.7370830213067
37,63,3005,2,102,2391.811886991697
55,53,7233,3,36,2110.494784237608
51,98,3063,1,2,1353.6050955156122
24,71,13099,1,53,2222.7892374927287
34,55,5376,3,104,2631.653635549081
43,98,7280,3,104,2724.5354440918886
36,57,5536,2,114,2525.8027393676252
59,80,1240,1,97,2089.429598903047
32,69,15355,2,86,2789.031262163627
53,66,5729,2,9,1658.9177395660683
47,61,7301,3,39,2230.5922317682725
48,81,4662,2,26,1832.670870764775
30,91,8843,1,65,2207.109053064369
47,92,7569,1,108,2553.3844703210957
50,79,3186,3,29,1901.0418798253506
51,85,12339,3,107,2927.0893495210653
58,65,6399,3,87,2459.8013842845544
37,75,6135,1,58,1970.8787348163198
38,74,19042,2,80,2836.8078615048275
30,75,14638,2,31,2218.0468257217694
35,55,17031,3,119,3314.7127944157864
53,88,12558,1,105,2629.253568092796
59,84,6684,3,102,2626.7213089338074
18,89,1436,2,71,2137.8477937897546
42,63,6877,1,80,2177.4286507844854
52,88,13467,3,20,2224.710571074978
43,89,4817,3,48,2113.0891917302915
36,95,10548,2,99,2614.288248638613
31,99,175,2,57,1872.0897917572813
52,97,5406,2,27,1804.4360714444806
42,59,11914,2,40,2221.467564227915
59,52,2664,1,92,2050.8152474564035
27,88,16234,2,103,2869.4757884241676
31,88,1076,3,37,1868.899570169405
28,72,1973,3,82,2338.9685538900626
59,50,12579,3,31,2293.196800585014
55,71,16460,2,100,2830.02774318206
45,53,12861,2,99,2736.3011536748795
28,96,19550,1,29,2312.152429928875
45,71,10995,3,47,2428.40365759776
43,79,19363,1,19,2292.2864984301423
46,63,11555,2,115,2829.238101985313
30,98,253,1,99,2181.638189319024
42,64,12711,2,17,1989.0222163169888
20,88,4682,3,15,1916.202371495318
44,78,15170,3,68,2628.1115862655147
44,82,19341,2,1,2222.6698355885896
32,94,19842,3,49,2828.0886361659086
20,84,17186,1,112,2844.4540131336566
36,68,13889,3,82,2791.167886642592
28,72,2387,2,20,1647.7839414759865
19,65,9514,1,13,1774.2292246523484
36,96,8281,1,66,2119.99916605147
28,62,6047,3,14,1872.261838545901
52,76,12278,1,104,2700.39890801574
53,89,7821,2,43,2074.1172309062213
18,56,19674,3,31,2663.3303476839283
39,79,8531,3,51,2327.1625970578802
50,65,12469,3,7,2105.3292547948167
28,54,3043,1,80,2100.7374838483097
50,84,15638,3,119,3237.0202843283278
33,67,14777,2,83,2658.6893889120347
56,96,10735,2,16,1992.967421322233
51,81,5318,1,28,1641.6472672275354
29,56,9485,1,71,2265.410020312588
38,67,9065,2,62,2257.48211491973
35,52,17731,2,5,2168.774634596707
25,70,12068,3,46,2501.2650796918665
49,77,13056,2,93,2567.1232063710354
56,91,17681,1,8,1950.0243499773892
22,97,18441,2,63,2703.203898208374
50,65,5528,3,78,2408.6137987689804
27,96,9709,3,102,2754.5941767354184
41,72,14612,1,99,2683.9048290054225
25,74,12788,3,27,2390.169972541689
48,72,12249,1,112,2746.6347182588406
39,60,15834,1,39,2265.837406427803
29,74,3151,2,90,2313.264032095174
29,62,507,2,88,2194.088106348612
46,80,8944,1,80,2188.5505631184246
19,96,2847,3,27,1995.1771610536023
57,96,10899,2,7,1862.8699616184415
56,86,16803,2,90,2877.0202937377694
34,94,16198,2,118,3104.7294021412476
54,91,10419,3,100,2742.3714893159695
53,71,16823,3,102,2949.262130742399
26,57,10070,1,19,1957.59921194577
20,61,5531,3,58,2322.811720750998
38,75,16456,2,68,2568.338666113484
19,61,4054,3,76,2434.697926824427
33,69,4601,2,94,2369.5769295241444
42,67,5643,3,5,1827.1872174075752
42,96,2255,1,113,2303.9948381862487
35,66,9090,2,45,2192.171964018011
57,82,6296,1,67,2045.104017742058
51,67,14345,3,39,2468.228194850952
57,81,14033,2,68,2475.9685694431596
38,78,4445,1,104,2209.5288820624764
47,76,268,3,92,2247.708430083423
20,72,5408,1,85,2248.956903832496
46,52,3912,1,70,2033.049792405474
49,71,18841,2,64,2524.8099456005334
19,63,17198,1,96,2700.435065354218
53,52,15561,3,7,2229.912969419011
35,59,11476,3,64,2548.0200215485024
57,67,17665,2,54,2574.830796780659
31,96,2560,1,96,2234.394300500429
56,51,10934,1,96,2414.0254999147037
51,72,16828,1,42,2201.3899085713115
22,65,12857,2,93,2802.8599006342515
44,56,5382,2,36,1918.5990866898678
21,68,9108,2,40,2127.842349565098
37,57,15543,3,28,2459.3229121034565
39,84,2063,3,12,1694.5515488910335
34,77,10821,1,86,2275.108559533038
50,98,1574,2,69,1907.7780750369132
46,75,133,1,19,1437.4689452148496
55,78,10294,1,1,1657.3319776944004
22,84,16268,1,63,2472.192176657952
51,96,15206,3,84,2854.2889447672146
55,62,12638,1,2,1804.0884024145669
31,62,10897,3,15,2183.7285832956504
22,86,2468,2,36,1838.2301273865353
18,96,17955,1,79,2665.1110997385804
35,64,18065,2,52,2545.2526089986573
53,68,11707,3,66,2567.5798624713843
34,91,12239,2,51,2370.976942915077
54,66,970,2,85,2079.79455481683
24,98,3326,2,17,1676.9793756338495
38,58,1967,3,45,2094.8829340356533
32,62,3438,3,7,1776.3646573797419
35,57,9379,2,99,2616.285796660028
52,65,1555,2,3,1459.152623477683
21,99,12982,1,105,2660.8537054322255
26,51,2109,2,20,1745.5555745513893
41,92,9509,3,45,2287.0924920171997
26,54,13779,2,17,2057.8548337689795
20,93,16078,2,107,3074.0841259412327
30,85,2787,3,37,1990.4206029107913
44,77,18133,3,22,2432.820324416801
55,81,5425,1,65,2024.411300349449
26,55,16012,1,48,2332.0226029738665
24,95,10585,3,70,2681.8156892242077
21,64,3905,2,54,2048.6367615285426
21,85,7459,3,16,1993.9891390152106
45,73,1102,2,28,1634.7367095420507
40,73,16666,3,99,3014.9372332731646
48,60,6808,1,93,2369.0827189564266
26,84,19276,3,16,2534.1381350990173
41,57,10349,3,92,2754.526387918076
51,78,10008,1,94,2331.1970314601585
35,50,10708,1,77,2273.6309975392114
59,75,18371,1,16,2124.239751127759
54,62,12370,1,47,2088.0153295831947
38,51,16246,3,40,2563.276802673663
22,58,11374,1,87,2396.2046796200616
35,67,4046,2,41,1948.1725057270637
29,56,13489,3,43,2479.818691024397
58,63,8923,1,4,1633.1731553630716
45,91,17225,3,106,3071.026906570286
46,84,1641,2,61,1978.3692758956447
42,98,18060,3,63,2805.610739371573
32,59,17363,2,54,2561.1440002881145
36,74,5154,1,29,1645.8725761044832
40,84,17127,3,85,2914.9242803641773
33,86,11239,2,31,2111.772549338816
19,68,4911,1,65,1974.42604979723
45,62,4894,2,58,2036.4438162094627
44,73,9557,3,105,2768.6909994160796
24,82,6696,1,101,2374.855523346334
21,86,14685,3,28,2490.3443180514846
49,58,5157,1,28,1856.7272493413075
23,71,13042,1,43,2187.556366091416
20,91,2374,1,100,2267.8045917093546
35,65,4563,3,34,2071.879595335737
32,88,4073,1,20,1544.1904762913387
51,71,10695,1,34,1939.0424181803303
20,99,15912,3,91,3007.6349439224964
24,70,10980,2,87,2583.880231711022
19,96,1648,2,37,1754.6871067110771
59,95,18882,1,115,2914.6284608070414
21,67,2218,3,27,1942.220251389121
46,76,16847,3,74,2792.7071829722936
33,87,13314,3,104,2899.8667092344194
52,66,19858,1,53,2479.820492534995
18,79,13522,2,100,2776.8568714932226
33,63,16659,1,110,2809.836043666042
44,71,3206,2,69,2191.8292290459462
41,89,1371,1,21,1426.6279990109942
41,51,3705,2,63,2103.7374222856633
51,97,8320,2,13,1820.471303967937
30,55,14254,1,10,1824.2908766403189
32,99,19499,1,97,2865.0136820569537
24,50,8290,1,40,1952.327957374081
46,70,11952,1,60,2246.5319033787664
30,67,1273,1,63,1985.322632705124
33,89,14702,1,4,1931.9393515245813
38,80,8196,1,41,1940.0661138621863
54,72,5249,2,65,2120.0868656994203
49,53,7844,2,87,2449.5962316619625
28,75,10360,3,111,2886.0993660845024
29,50,16199,2,64,2546.7338860384407
57,94,12152,2,34,2200.8803084953115
33,52,17958,1,96,2717.7185069193515
20,83,15921,1,85,2701.4784735464837
55,85,11248,2,48,2168.624227230913
40,92,3032,1,31,1601.317146175683
36,74,3409,1,26,1627.6510037659439
28,70,733,2,112,2532.300309409881
44,88,18911,1,7,2060.9492302094736
41,60,12414,1,6,1759.3452066822106
49,68,6559,3,51,2248.288014973868
38,66,17070,2,109,3079.902675293928
49,68,1102,3,16,1667.2650824549114
54,86,2833,3,11,1746.2828879884157
57,55,11269,2,16,1979.5178938661907
23,89,6916,2,73,2318.849001710696
47,83,16186,2,21,2228.5438790459993
55,90,12620,2,60,2482.969354371546
45,86,15550,2,83,2694.145263605743
31,99,19867,3,21,2513.6186391504602
46,53,5722,3,81,2537.380207078001
49,79,12817,1,42,2169.985630862358
55,75,16675,1,34,2225.120836861363
55,89,2521,3,56,2113.2920387821396
43,50,4027,3,79,2397.598069112791
41,97,15295,3,57,2695.3270784239694
47,91,9095,3,0,1924.3800737431006
20,61,4232,1,81,2152.0831031760276
29,85,321,3,17,1767.2608607893333
35,81,98,3,16,1739.8868120259835
34,60,8491,3,10,1962.4451886858365
55,52,618,1,105,2089.6355439553317
22,97,11795,2,98,2652.2472613209857
23,78,15491,1,42,2256.0729164158183
31,61,516,2,40,1692.5982129401218
41,56,7950,1,0,1594.6071674790178
27,54,14231,2,23,2153.702022596354
22,98,14071,2,49,2378.7980768163866
48,82,13541,1,92,2548.9475383256386
36,98,5426,1,113,2485.334168893262
27,69,3902,1,11,1507.044590525138
23,55,274,3,41,1925.711264826957
20,99,10853,1,113,2724.33539373779
22,65,5898,2,85,2338.3715780411517
27,66,9822,2,83,2471.5730178660456
32,76,14682,2,66,2617.4840716839603
51,71,1375,2,42,1730.5644620808434
27,70,6373,1,109,2396.2665210212203
39,97,3986,2,109,2461.6340471965423
25,71,4033,3,115,2716.51395923181
58,76,8258,3,81,2496.15322983069
37,64,18261,1,99,2785.1015718398858
54,69,5399,1,4,1469.6142209960672
52,75,9037,2,95,2488.476864126553
47,58,17929,1,105,2785.782015175609
55,78,266,2,74,1976.8772216442715
43,60,18761,1,29,2269.165891865985
26,85,10595,3,119,3005.5101598868514
58,68,12135,1,35,2057.2491588522826
29,89,11064,3,36,2365.1911254074857
20,52,6045,1,106,2396.854058652149
39,65,16043,3,118,3058.247486259367
30,82,13031,3,69,2618.708422362481
58,94,12004,2,28,2109.2983859198503
48,84,9186,3,32,2214.210276630201
33,63,14743,2,23,2210.885465443837
47,96,10074,2,84,2421.733321729164
18,60,3697,1,100,2232.9883567253546
31,76,10245,3,43,2417.911569733234
30,93,5425,1,41,1896.304266888561
42,68,6774,1,117,2480.382845280678
44,76,4409,2,61,2145.5481629706183
54,86,6315,3,81,2446.1735147591867
23,85,10948,3,39,2397.8471240143244
44,93,18547,2,117,3110.865939157925
19,54,19997,1,82,2795.0377610353967
24,89,615,1,72,1993.5968377204933
32,66,16558,2,64,2628.015178028845
54,75,19393,1,56,2470.333755057349
45,80,19652,2,10,2301.5654934301438
21,82,5718,3,31,2115.1357086146986
24,59,16087,3,73,2848.5786395126506
33,66,9679,2,101,2644.785512631043
19,96,6243,1,58,1951.6163106044323
25,52,6663,1,41,1948.3144066174493
18,63,11745,1,25,2023.0541417566146
54,60,1717,2,101,2276.560408661957
43,53,18922,3,32,2550.38196352384
49,58,1126,3,17,1663.8990764310745
37,60,10030,1,56,2039.7517548408257
47,90,11441,3,5,2022.2782617572661
24,58,2401,2,83,2128.6826723098798
55,65,17641,1,87,2596.7351749780664
43,94,1264,2,9,1575.1941630837957
51,61,12339,1,32,2008.487884161733
59,75,4520,3,66,2266.3632403825495
37,79,7438,3,74,2428.8936944765865
33,75,2125,2,86,2146.7450440837843
38,58,3752,2,108,2438.5413173329644
22,59,14594,3,74,2732.8000709045796
49,83,14651,1,30,2026.932771664239
27,91,15689,1,7,1965.6030645235346
25,82,5103,1,113,2362.5537592419764
50,96,14508,2,13,2078.8040247393105
53,61,60,2,110,2296.8396518515856
33,97,4017,2,77,2254.7545634896082
21,87,8756,1,18,1818.654448416323
39,69,3423,2,109,2433.3571492696515
29,87,843,2,21,1617.7478896755094
20,82,6458,3,103,2717.3361428504386
42,87,17938,3,33,2544.0083639713903
52,51,864,3,69,2149.978321523581
39,67,9913,3,5,2076.0884123505843
50,93,2094,1,9,1401.1237352379023
30,89,13102,2,89,2590.048211000144
32,99,3864,1,115,2289.7818148109254
29,76,445,1,88,1973.4448865106374
35,95,2625,3,23,1906.051997925308
40,64,7918,1,93,2242.0426348335295
45,71,8210,3,37,2132.010628524173
21,52,3497,1,113,2424.0479475554553
25,63,9778,3,77,2658.044298764342
19,86,4284,3,64,2284.7886911648125
47,99,18466,2,45,2520.6115296947396
26,75,17331,2,17,2228.707456120154
33,88,1526,3,52,2043.4422733663012
56,99,9730,3,27,2097.6176559582636
53,86,15770,3,109,2963.74873629359
54,68,18387,2,99,2926.6527624417786
21,73,13156,3,79,2721.7336817412984
30,94,11623,3,19,2205.8125994819
50,73,6445,3,113,2671.5181720543305
52,54,14005,1,67,2370.048286707252
54,51,17121,2,46,2377.2460661551777
25,62,2715,2,47,2029.7299441897912
53,66,4629,1,19,1516.1577901199735
45,84,17146,2,63,2621.216141326535
43,71,14935,3,44,2458.1490128833725
42,51,15380,1,80,2635.021726981108
51,60,18392,1,24,2202.312342071849
52,69,7955,2,28,1950.27282495384
47,75,19865,2,16,2338.3702057061873
26,87,7025,3,3,1869.803684399597
43,79,8406,2,94,2507.182621517526
47,83,9074,1,84,2311.0772725486486
42,85,8441,1,74,2195.9334367039387
40,61,5640,1,4,1497.449393891778
40,92,15573,1,70,2445.5570209352854
